0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1.1915561390285947,0.3623528945357304,-1.7478630411418405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.406223807844922,-18.647491708618084,19.503556460612916,-66.15703007470204,161.7862206516034,-97.2797558164751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6745397216601896,-39.56661685415855,51.42163427591565,-337.11130122595785,827.1681514986071,-516.157757260195,-1313.2384319726948,4492.690881242903,-5173.5914972154715,2009.5107220674672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.029883395668289,62.24340225200952,-62.68742336068854,589.3956418700416,-1497.7687043563028,893.5440023369658,1426.8527505456404,-6303.87619059395,8876.486381953233,-3976.183329036945,-1978.8621580672198,5441.085480013298,-2710.0622214322657,-3304.8262319103505,2543.0201986244156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.719833025418003,78.07878051121259,-94.27546659737038,857.7657199378673,-2267.311779743797,1490.08466300683,3403.7419527946186,-13710.221642419434,18864.46589410772,-8758.27186222505,-7979.823560049841,19536.692600523194,-6026.264765458618,-16729.418565199245,11415.472604768478,4835.301164477629,-10637.544161575308,2429.5110421899344,6354.549724180717,-723.9139627606273,-2341.308194517728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.008557574649426414,-47.8266942632705,43.50874015858949,-487.4573073835927,1271.8926806934287,-655.7440812528657,2755.4132134670726,-3073.994783948787,-2248.001888661267,1984.818261319575,-3546.265682075711,85.31659571975615,5693.141255783499,1228.8382573856643,-2395.5275687756803,4260.992323163819,-4557.197126829196,567.3232141772824,741.7074644225722,-4151.14379277447,2253.318122784098,1693.437212092278,-6545.2799356379255,2253.9652705191847,6339.255267180022,427.42819151436925,-7232.536659455363,3340.69217579822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41494518446805984,-39.767989023982295,53.01330818107692,-148.19325427268905,896.8909942026476,-745.1294500048789,387.7439989856721,-223.44302098615663,-4320.596787495058,3888.061504102123,-250.20812368082989,-860.1228157245205,4996.251969460456,5027.356319181148,-8105.0955018244495,3541.835222266076,-3463.788612376473,-6511.3650700680155,-3384.8920779586842,3011.423767385222,5783.841235995997,-5740.984933947861,5560.985866971267,6420.8372167018515,2013.0160017949875,-2431.219457519397,-3765.5299169136943,-1461.9347917488994,3420.8007885889583,-3960.4904065977807,-2489.228066833075,337.05968621236843,1459.2897214278219,693.9485032384619,-256.3162586687213,666.4467698747576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24292649207485262,-17.71975304283569,35.46310873797108,392.92048861547573,-140.7287056885034,-288.1446293280769,-1204.333706020475,-2248.830910671255,2137.143519278223,1097.5468379007507,2791.037626458339,5534.3952817847385,393.7669122092775,-4064.782222599737,-3594.9576085180597,-7789.055650056529,-3762.772876619114,-757.9841963259896,664.4584606998433,2280.4773912405863,7464.614324044931,9333.056054795139,3179.5050811396577,189.9356831326986,-1086.206128948682,-2074.4182904061,-3424.2618618073757,-4425.252799191367,-4693.145567905904,-2564.3104953244474,-1421.1001956189357,285.91047533410165,2263.101840288815,3559.085035328717,2802.9177981541798,-966.7980786074513,-554.4631227629507,3267.64670200814,1456.0389832566943,-1149.4406237909093,-2293.7893860515724,-1534.698140260356,176.7537739424488,1183.4372198235233,-431.7818063168452,,,,,,,,,,,,,,,,,,,,,
0.18649271601818818,-17.988736828421963,30.355104881090654,-157.59659699201666,521.2226915015644,-490.8489923398556,1340.4054131800476,-780.8263082598532,-2057.1563698909813,2845.331950885946,-3145.231877720329,-2331.163665670778,2748.556239373749,2273.5301786237396,-7529.793597170494,6312.9405147221405,3030.3631927650786,1250.5856258965068,1740.7945498803892,4077.4725688628787,8408.79334811683,-7826.900846020268,-4040.2126403999464,-3239.144093715562,-5578.344460649376,-8891.039569568584,-9670.275447753731,-3805.4694292489694,2955.150375286714,4014.69631044535,7324.595734782262,9172.651229114119,8307.88721524315,5109.447416590709,2086.6959105352507,3192.129434199358,3894.675417307124,-5491.779762203352,-7559.082400500542,-5839.704193262965,-3264.1697608121394,-1589.6311470691398,-1128.5755864608873,-1216.5708785489278,377.27305607424205,-1821.711423218876,1332.667404638909,1995.6417403293126,1800.2037513023292,1355.364496761049,883.4802114461636,256.8125059963668,-451.88845910616874,-872.3734396774125,157.2794363603134,,,,,,,,,,,
-0.05467930487041173,-14.959718405255899,32.42861134189735,34.255961586566855,203.23152237136628,-379.6235907875207,1797.6050696994062,-3507.1187451763035,1465.6057298026499,1472.1358517056797,-3828.97047375876,1959.5857386292919,1506.0499890004066,-2831.971885264975,-3656.590996471612,1616.6208585277273,2025.26164945466,3819.5771275547304,4928.14777227931,4156.576369521761,3282.6112325541762,768.14821895981,-3019.8494447616395,-6019.8187665875375,-7613.462406805607,-7495.543434898951,-5290.814175092324,-174.34676588144794,1122.0897269517009,3988.441231556775,4533.377623214605,3335.428026788173,1516.664434879538,-61.9539187454302,-349.75369913971826,2034.174600791157,-6780.188738571371,-3314.18026881852,-383.52157859875297,2090.4425070511934,3788.213022734708,4341.442139576837,3766.790439799046,2451.145821370701,1160.825024193633,6989.726646726929,2115.3550172504256,-1841.6477513453392,-3903.8777875647793,-4025.5675294051325,-2880.594333972971,-1520.152601337104,-984.8403094463065,-1990.4009516158985,-4846.237778946466,-4674.7220897880325,2668.1746447909354,2853.477204391238,743.4946197642585,-1104.3558048962623,-1463.076503031174,-453.384873984618,1312.2349178335135,2653.7056004423284,2396.6086532370246,-518.5252639107784
